ID,Question_Number,Module_ID,Module_Name,Year_Group,Strand,Substrand,Level,Difficulty_Score,Question_Type,Question_Text,Visual_Type,Question_Data_JSON,Correct_Answer,Answer_Type,Options_JSON,Hint,Tags,Generated_At,Parameters_JSON
N04_Y4_NPV_1762009300578_wqjvodpel,1,N04_Y4_NPV,"N04_Y4_NPV: Represent, Estimate and Round",Year 4,Number and Place Value,"Identify, represent and estimate; rounding",1,27,text_input,"What number is marked on the number line?


            
                
                0
            
        
            
                
                
            
        
            
                ▼
                
            
        
            
                
                
            
        
            
                
                
            
        
            
                
                500
            
        
            
                
                
            
        
            
                
                
            
        
            
                
                
            
        
            
                
                
            
        
            
                
                1,000",number_line,"{""originalText"":""What number is marked on the number line?\n\n<div class=\""simple-number-line\"">\n            <div class=\""number-line-tick \"">\n                \n                <div class=\""tick-label\"">0</div>\n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick marked\"">\n                <div class=\""marker\"">▼</div>\n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                <div class=\""tick-label\"">500</div>\n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                <div class=\""tick-label\"">1,000</div>\n            </div>\n        </div>"",""type"":""comparison"",""numbers"":[0,500,1,0]}",214,numeric,,Calculate the position using the scale,text_input; number_line; number-and-place-value; year-4; op-number_line_position; op-estimate_position; op-round_to_ten; op-place_value_representation; numbers-to-1000,2025-11-01T15:01:40.578Z,"{""min_value"":10,""max_value"":1000,""operations"":[""number_line_position"",""estimate_position"",""round_to_ten"",""place_value_representation""],""number_line_max"":1000,""rounding_bases"":[10],""estimation_ranges"":[[0,250],[250,500],[500,750],[750,1000]]}"
N04_Y4_NPV_1762009300578_mxuza5zeq,2,N04_Y4_NPV,"N04_Y4_NPV: Represent, Estimate and Round",Year 4,Number and Place Value,"Identify, represent and estimate; rounding",1,27,multiple_choice,Round 187 to the nearest 10,multiple_choice,"{""originalText"":""Round 187 to the nearest 10"",""type"":""place_value"",""number"":187,""operation"":""rounding""}",190,single_choice,"[180,187,200,190]",Look at the digit to the right of the place you're rounding to,multiple_choice; multiple-choice; number-and-place-value; year-4; op-number_line_position; op-estimate_position; op-round_to_ten; op-place_value_representation; numbers-to-1000,2025-11-01T15:01:40.578Z,"{""min_value"":10,""max_value"":1000,""operations"":[""number_line_position"",""estimate_position"",""round_to_ten"",""place_value_representation""],""number_line_max"":1000,""rounding_bases"":[10],""estimation_ranges"":[[0,250],[250,500],[500,750],[750,1000]]}"
N04_Y4_NPV_1762009300578_bdiyik9vt,3,N04_Y4_NPV,"N04_Y4_NPV: Represent, Estimate and Round",Year 4,Number and Place Value,"Identify, represent and estimate; rounding",1,27,multiple_choice,Which range best estimates 499?,multiple_choice,"{""originalText"":""Which range best estimates 499?"",""type"":""place_value"",""number"":499,""operation"":""generic""}",250 to 500,single_choice,"[""0 to 250"",""250 to 500"",""500 to 750"",""750 to 1,000""]",Think about which range 499 falls between,multiple_choice; multiple-choice; number-and-place-value; year-4; op-number_line_position; op-estimate_position; op-round_to_ten; op-place_value_representation; numbers-to-1000,2025-11-01T15:01:40.578Z,"{""min_value"":10,""max_value"":1000,""operations"":[""number_line_position"",""estimate_position"",""round_to_ten"",""place_value_representation""],""number_line_max"":1000,""rounding_bases"":[10],""estimation_ranges"":[[0,250],[250,500],[500,750],[750,1000]]}"
N04_Y4_NPV_1762009300578_rhr1vc4l9,4,N04_Y4_NPV,"N04_Y4_NPV: Represent, Estimate and Round",Year 4,Number and Place Value,"Identify, represent and estimate; rounding",1,27,multiple_choice,"In the number 705, what is the value of the digit in the ones place?",multiple_choice,"{""originalText"":""In the number 705, what is the value of the digit in the ones place?"",""type"":""place_value"",""number"":705,""operation"":""identify_digit""}",5,single_choice,"[700,5]","Think about the place value, not just the digit",multiple_choice; multiple-choice; number-and-place-value; year-4; op-number_line_position; op-estimate_position; op-round_to_ten; op-place_value_representation; numbers-to-1000,2025-11-01T15:01:40.578Z,"{""min_value"":10,""max_value"":1000,""operations"":[""number_line_position"",""estimate_position"",""round_to_ten"",""place_value_representation""],""number_line_max"":1000,""rounding_bases"":[10],""estimation_ranges"":[[0,250],[250,500],[500,750],[750,1000]]}"
N04_Y4_NPV_1762009300579_a5bfriv44,5,N04_Y4_NPV,"N04_Y4_NPV: Represent, Estimate and Round",Year 4,Number and Place Value,"Identify, represent and estimate; rounding",1,27,multiple_choice,Round 363 to the nearest 10,multiple_choice,"{""originalText"":""Round 363 to the nearest 10"",""type"":""place_value"",""number"":363,""operation"":""rounding""}",360,single_choice,"[370,360,363,350]",Look at the digit to the right of the place you're rounding to,multiple_choice; multiple-choice; number-and-place-value; year-4; op-number_line_position; op-estimate_position; op-round_to_ten; op-place_value_representation; numbers-to-1000,2025-11-01T15:01:40.579Z,"{""min_value"":10,""max_value"":1000,""operations"":[""number_line_position"",""estimate_position"",""round_to_ten"",""place_value_representation""],""number_line_max"":1000,""rounding_bases"":[10],""estimation_ranges"":[[0,250],[250,500],[500,750],[750,1000]]}"
N04_Y4_NPV_1762009300579_6hpxde9un,1,N04_Y4_NPV,"N04_Y4_NPV: Represent, Estimate and Round",Year 4,Number and Place Value,"Identify, represent and estimate; rounding",2,50,multiple_choice,"Which range best estimates 4,017?",multiple_choice,"{""originalText"":""Which range best estimates 4,017?"",""type"":""place_value"",""number"":4,""operation"":""generic""}","3,000 to 5,000",single_choice,"[""0 to 1,000"",""1,000 to 3,000"",""3,000 to 5,000""]","Think about which range 4,017 falls between",multiple_choice; multiple-choice; number-and-place-value; year-4; op-number_line_position; op-estimate_position; op-round_to_ten; op-round_to_hundred; op-partition_number; op-estimate_calculation; numbers-to-10k,2025-11-01T15:01:40.579Z,"{""min_value"":10,""max_value"":5000,""operations"":[""number_line_position"",""estimate_position"",""round_to_ten"",""round_to_hundred"",""partition_number"",""estimate_calculation""],""number_line_max"":5000,""rounding_bases"":[10,100],""estimation_ranges"":[[0,1000],[1000,3000],[3000,5000]]}"
N04_Y4_NPV_1762009300579_itxv82p1i,2,N04_Y4_NPV,"N04_Y4_NPV: Represent, Estimate and Round",Year 4,Number and Place Value,"Identify, represent and estimate; rounding",2,50,multiple_choice,"Round 2,323 to the nearest 10",multiple_choice,"{""originalText"":""Round 2,323 to the nearest 10"",""type"":""place_value"",""number"":2,""operation"":""rounding""}",2320,single_choice,"[2330,2320,2323,2310]",Look at the digit to the right of the place you're rounding to,multiple_choice; multiple-choice; number-and-place-value; year-4; op-number_line_position; op-estimate_position; op-round_to_ten; op-round_to_hundred; op-partition_number; op-estimate_calculation; numbers-to-10k,2025-11-01T15:01:40.579Z,"{""min_value"":10,""max_value"":5000,""operations"":[""number_line_position"",""estimate_position"",""round_to_ten"",""round_to_hundred"",""partition_number"",""estimate_calculation""],""number_line_max"":5000,""rounding_bases"":[10,100],""estimation_ranges"":[[0,1000],[1000,3000],[3000,5000]]}"
N04_Y4_NPV_1762009300579_yy1dq4bbg,3,N04_Y4_NPV,"N04_Y4_NPV: Represent, Estimate and Round",Year 4,Number and Place Value,"Identify, represent and estimate; rounding",2,50,multiple_choice,"Round 4,985 to the nearest 10",multiple_choice,"{""originalText"":""Round 4,985 to the nearest 10"",""type"":""place_value"",""number"":4,""operation"":""rounding""}",4990,single_choice,"[4985,5000,4990,4980]",Look at the digit to the right of the place you're rounding to,multiple_choice; multiple-choice; number-and-place-value; year-4; op-number_line_position; op-estimate_position; op-round_to_ten; op-round_to_hundred; op-partition_number; op-estimate_calculation; numbers-to-10k,2025-11-01T15:01:40.579Z,"{""min_value"":10,""max_value"":5000,""operations"":[""number_line_position"",""estimate_position"",""round_to_ten"",""round_to_hundred"",""partition_number"",""estimate_calculation""],""number_line_max"":5000,""rounding_bases"":[10,100],""estimation_ranges"":[[0,1000],[1000,3000],[3000,5000]]}"
N04_Y4_NPV_1762009300579_swtsrspoy,4,N04_Y4_NPV,"N04_Y4_NPV: Represent, Estimate and Round",Year 4,Number and Place Value,"Identify, represent and estimate; rounding",2,50,text_input,"Write 4,110 as a sum of its place values",text_input,"{""originalText"":""Write 4,110 as a sum of its place values"",""type"":""place_value"",""number"":4,""operation"":""place_value""}","10+100+4,000",multi_part,,"Break the number into hundreds, tens, and ones",text_input; number-and-place-value; year-4; op-number_line_position; op-estimate_position; op-round_to_ten; op-round_to_hundred; op-partition_number; op-estimate_calculation; numbers-to-10k,2025-11-01T15:01:40.579Z,"{""min_value"":10,""max_value"":5000,""operations"":[""number_line_position"",""estimate_position"",""round_to_ten"",""round_to_hundred"",""partition_number"",""estimate_calculation""],""number_line_max"":5000,""rounding_bases"":[10,100],""estimation_ranges"":[[0,1000],[1000,3000],[3000,5000]]}"
N04_Y4_NPV_1762009300579_ng8etdjdq,5,N04_Y4_NPV,"N04_Y4_NPV: Represent, Estimate and Round",Year 4,Number and Place Value,"Identify, represent and estimate; rounding",2,50,text_input,"Write 2,790 as a sum of its place values",text_input,"{""originalText"":""Write 2,790 as a sum of its place values"",""type"":""place_value"",""number"":2,""operation"":""place_value""}","90+700+2,000",multi_part,,"Break the number into hundreds, tens, and ones",text_input; number-and-place-value; year-4; op-number_line_position; op-estimate_position; op-round_to_ten; op-round_to_hundred; op-partition_number; op-estimate_calculation; numbers-to-10k,2025-11-01T15:01:40.579Z,"{""min_value"":10,""max_value"":5000,""operations"":[""number_line_position"",""estimate_position"",""round_to_ten"",""round_to_hundred"",""partition_number"",""estimate_calculation""],""number_line_max"":5000,""rounding_bases"":[10,100],""estimation_ranges"":[[0,1000],[1000,3000],[3000,5000]]}"
N04_Y4_NPV_1762009300579_ev9p1w4j4,1,N04_Y4_NPV,"N04_Y4_NPV: Represent, Estimate and Round",Year 4,Number and Place Value,"Identify, represent and estimate; rounding",3,70,text_input,"What number is marked on the number line?


            
                
                0
            
        
            
                
                
            
        
            
                
                
            
        
            
                ▼
                
            
        
            
                
                
            
        
            
                
                5,000
            
        
            
                
                
            
        
            
                
                
            
        
            
                
                
            
        
            
                
                
            
        
            
                
                10,000",number_line,"{""originalText"":""What number is marked on the number line?\n\n<div class=\""simple-number-line\"">\n            <div class=\""number-line-tick \"">\n                \n                <div class=\""tick-label\"">0</div>\n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick marked\"">\n                <div class=\""marker\"">▼</div>\n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                <div class=\""tick-label\"">5,000</div>\n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                <div class=\""tick-label\"">10,000</div>\n            </div>\n        </div>"",""type"":""comparison"",""numbers"":[0,5,0,10,0]}",2970,numeric,,Calculate the position using the scale,text_input; number_line; number-and-place-value; year-4; op-number_line_position; op-estimate_position; op-round_to_hundred; op-round_to_thousand; op-estimate_calculation; op-estimate_midpoint; numbers-to-10k,2025-11-01T15:01:40.579Z,"{""min_value"":100,""max_value"":10000,""operations"":[""number_line_position"",""estimate_position"",""round_to_hundred"",""round_to_thousand"",""estimate_calculation"",""estimate_midpoint""],""number_line_max"":10000,""rounding_bases"":[10,100,1000],""estimation_ranges"":[[0,2500],[2500,5000],[5000,7500],[7500,10000]]}"
N04_Y4_NPV_1762009300579_f9f5ob3we,2,N04_Y4_NPV,"N04_Y4_NPV: Represent, Estimate and Round",Year 4,Number and Place Value,"Identify, represent and estimate; rounding",3,70,multiple_choice,"Round 5,452 to the nearest 100",multiple_choice,"{""originalText"":""Round 5,452 to the nearest 100"",""type"":""place_value"",""number"":5,""operation"":""rounding""}",5500,single_choice,"[5400,5452,5500,5600]",Look at the digit to the right of the place you're rounding to,multiple_choice; multiple-choice; number-and-place-value; year-4; op-number_line_position; op-estimate_position; op-round_to_hundred; op-round_to_thousand; op-estimate_calculation; op-estimate_midpoint; numbers-to-10k,2025-11-01T15:01:40.579Z,"{""min_value"":100,""max_value"":10000,""operations"":[""number_line_position"",""estimate_position"",""round_to_hundred"",""round_to_thousand"",""estimate_calculation"",""estimate_midpoint""],""number_line_max"":10000,""rounding_bases"":[10,100,1000],""estimation_ranges"":[[0,2500],[2500,5000],[5000,7500],[7500,10000]]}"
N04_Y4_NPV_1762009300579_kukcxvjje,3,N04_Y4_NPV,"N04_Y4_NPV: Represent, Estimate and Round",Year 4,Number and Place Value,"Identify, represent and estimate; rounding",3,70,multiple_choice,"Round 2,105 to the nearest 1,000",multiple_choice,"{""originalText"":""Round 2,105 to the nearest 1,000"",""type"":""place_value"",""number"":2,""operation"":""rounding""}",2000,single_choice,"[2105,2000,3000,1000]",Look at the digit to the right of the place you're rounding to,multiple_choice; multiple-choice; number-and-place-value; year-4; op-number_line_position; op-estimate_position; op-round_to_hundred; op-round_to_thousand; op-estimate_calculation; op-estimate_midpoint; numbers-to-10k,2025-11-01T15:01:40.579Z,"{""min_value"":100,""max_value"":10000,""operations"":[""number_line_position"",""estimate_position"",""round_to_hundred"",""round_to_thousand"",""estimate_calculation"",""estimate_midpoint""],""number_line_max"":10000,""rounding_bases"":[10,100,1000],""estimation_ranges"":[[0,2500],[2500,5000],[5000,7500],[7500,10000]]}"
N04_Y4_NPV_1762009300579_j0zz2xwid,4,N04_Y4_NPV,"N04_Y4_NPV: Represent, Estimate and Round",Year 4,Number and Place Value,"Identify, represent and estimate; rounding",3,70,multiple_choice,"Estimate 3,430 + 2,475",multiple_choice,"{""originalText"":""Estimate 3,430 + 2,475"",""type"":""place_value"",""number"":3,""operation"":""generic""}",5000,single_choice,"[4900,5100,5905,5000]","Round the numbers first, then calculate",multiple_choice; multiple-choice; number-and-place-value; year-4; op-number_line_position; op-estimate_position; op-round_to_hundred; op-round_to_thousand; op-estimate_calculation; op-estimate_midpoint; numbers-to-10k,2025-11-01T15:01:40.579Z,"{""min_value"":100,""max_value"":10000,""operations"":[""number_line_position"",""estimate_position"",""round_to_hundred"",""round_to_thousand"",""estimate_calculation"",""estimate_midpoint""],""number_line_max"":10000,""rounding_bases"":[10,100,1000],""estimation_ranges"":[[0,2500],[2500,5000],[5000,7500],[7500,10000]]}"
N04_Y4_NPV_1762009300579_vm61qatxv,5,N04_Y4_NPV,"N04_Y4_NPV: Represent, Estimate and Round",Year 4,Number and Place Value,"Identify, represent and estimate; rounding",3,70,multiple_choice,"Which range best estimates 5,164?",multiple_choice,"{""originalText"":""Which range best estimates 5,164?"",""type"":""place_value"",""number"":5,""operation"":""generic""}","5,000 to 7,500",single_choice,"[""0 to 2,500"",""2,500 to 5,000"",""5,000 to 7,500"",""7,500 to 10,000""]","Think about which range 5,164 falls between",multiple_choice; multiple-choice; number-and-place-value; year-4; op-number_line_position; op-estimate_position; op-round_to_hundred; op-round_to_thousand; op-estimate_calculation; op-estimate_midpoint; numbers-to-10k,2025-11-01T15:01:40.579Z,"{""min_value"":100,""max_value"":10000,""operations"":[""number_line_position"",""estimate_position"",""round_to_hundred"",""round_to_thousand"",""estimate_calculation"",""estimate_midpoint""],""number_line_max"":10000,""rounding_bases"":[10,100,1000],""estimation_ranges"":[[0,2500],[2500,5000],[5000,7500],[7500,10000]]}"
N04_Y4_NPV_1762009300579_oj638gwdp,1,N04_Y4_NPV,"N04_Y4_NPV: Represent, Estimate and Round",Year 4,Number and Place Value,"Identify, represent and estimate; rounding",4,90,multiple_choice,"Estimate 6,401 - 4,512",multiple_choice,"{""originalText"":""Estimate 6,401 - 4,512"",""type"":""place_value"",""number"":6,""operation"":""generic""}",1000,single_choice,"[1000,1100,900,1889]","Round the numbers first, then calculate",multiple_choice; multiple-choice; number-and-place-value; year-4; op-number_line_jump; op-estimate_position; op-round_to_ten; op-round_to_hundred; op-round_to_thousand; op-estimate_calculation; op-compare_rounded; numbers-to-10k,2025-11-01T15:01:40.579Z,"{""min_value"":100,""max_value"":10000,""operations"":[""number_line_jump"",""estimate_position"",""round_to_ten"",""round_to_hundred"",""round_to_thousand"",""estimate_calculation"",""compare_rounded""],""number_line_max"":10000,""rounding_bases"":[10,100,1000],""estimation_ranges"":[[0,2000],[2000,5000],[5000,8000],[8000,10000]]}"
N04_Y4_NPV_1762009300579_rcb32varl,2,N04_Y4_NPV,"N04_Y4_NPV: Represent, Estimate and Round",Year 4,Number and Place Value,"Identify, represent and estimate; rounding",4,90,multiple_choice,"Round 5,801 to the nearest 100",multiple_choice,"{""originalText"":""Round 5,801 to the nearest 100"",""type"":""place_value"",""number"":5,""operation"":""rounding""}",5800,single_choice,"[5801,5700,5900,5800]",Look at the digit to the right of the place you're rounding to,multiple_choice; multiple-choice; number-and-place-value; year-4; op-number_line_jump; op-estimate_position; op-round_to_ten; op-round_to_hundred; op-round_to_thousand; op-estimate_calculation; op-compare_rounded; numbers-to-10k,2025-11-01T15:01:40.579Z,"{""min_value"":100,""max_value"":10000,""operations"":[""number_line_jump"",""estimate_position"",""round_to_ten"",""round_to_hundred"",""round_to_thousand"",""estimate_calculation"",""compare_rounded""],""number_line_max"":10000,""rounding_bases"":[10,100,1000],""estimation_ranges"":[[0,2000],[2000,5000],[5000,8000],[8000,10000]]}"
N04_Y4_NPV_1762009300579_l0cba9wfq,3,N04_Y4_NPV,"N04_Y4_NPV: Represent, Estimate and Round",Year 4,Number and Place Value,"Identify, represent and estimate; rounding",4,90,multiple_choice,"Estimate 5,053 + 4,109",multiple_choice,"{""originalText"":""Estimate 5,053 + 4,109"",""type"":""place_value"",""number"":5,""operation"":""generic""}",9000,single_choice,"[9162,8900,9000,9100]","Round the numbers first, then calculate",multiple_choice; multiple-choice; number-and-place-value; year-4; op-number_line_jump; op-estimate_position; op-round_to_ten; op-round_to_hundred; op-round_to_thousand; op-estimate_calculation; op-compare_rounded; numbers-to-10k,2025-11-01T15:01:40.579Z,"{""min_value"":100,""max_value"":10000,""operations"":[""number_line_jump"",""estimate_position"",""round_to_ten"",""round_to_hundred"",""round_to_thousand"",""estimate_calculation"",""compare_rounded""],""number_line_max"":10000,""rounding_bases"":[10,100,1000],""estimation_ranges"":[[0,2000],[2000,5000],[5000,8000],[8000,10000]]}"
N04_Y4_NPV_1762009300579_hd2i3hgx7,4,N04_Y4_NPV,"N04_Y4_NPV: Represent, Estimate and Round",Year 4,Number and Place Value,"Identify, represent and estimate; rounding",4,90,multiple_choice,"Which range best estimates 3,271?",multiple_choice,"{""originalText"":""Which range best estimates 3,271?"",""type"":""place_value"",""number"":3,""operation"":""generic""}","2,000 to 5,000",single_choice,"[""0 to 2,000"",""2,000 to 5,000"",""5,000 to 8,000"",""8,000 to 10,000""]","Think about which range 3,271 falls between",multiple_choice; multiple-choice; number-and-place-value; year-4; op-number_line_jump; op-estimate_position; op-round_to_ten; op-round_to_hundred; op-round_to_thousand; op-estimate_calculation; op-compare_rounded; numbers-to-10k,2025-11-01T15:01:40.579Z,"{""min_value"":100,""max_value"":10000,""operations"":[""number_line_jump"",""estimate_position"",""round_to_ten"",""round_to_hundred"",""round_to_thousand"",""estimate_calculation"",""compare_rounded""],""number_line_max"":10000,""rounding_bases"":[10,100,1000],""estimation_ranges"":[[0,2000],[2000,5000],[5000,8000],[8000,10000]]}"
N04_Y4_NPV_1762009300579_zxstwn6ab,5,N04_Y4_NPV,"N04_Y4_NPV: Represent, Estimate and Round",Year 4,Number and Place Value,"Identify, represent and estimate; rounding",4,90,multiple_choice,"Round 9,409 to the nearest 100",multiple_choice,"{""originalText"":""Round 9,409 to the nearest 100"",""type"":""place_value"",""number"":9,""operation"":""rounding""}",9400,single_choice,"[9500,9300,9409,9400]",Look at the digit to the right of the place you're rounding to,multiple_choice; multiple-choice; number-and-place-value; year-4; op-number_line_jump; op-estimate_position; op-round_to_ten; op-round_to_hundred; op-round_to_thousand; op-estimate_calculation; op-compare_rounded; numbers-to-10k,2025-11-01T15:01:40.579Z,"{""min_value"":100,""max_value"":10000,""operations"":[""number_line_jump"",""estimate_position"",""round_to_ten"",""round_to_hundred"",""round_to_thousand"",""estimate_calculation"",""compare_rounded""],""number_line_max"":10000,""rounding_bases"":[10,100,1000],""estimation_ranges"":[[0,2000],[2000,5000],[5000,8000],[8000,10000]]}"
N04_Y5_NPV_1762009300579_bwmm1ojwv,1,N04_Y5_NPV,"N04_Y5_NPV: Round to 1,000,000",Year 5,Number and Place Value,"Identify, represent and estimate; rounding",1,33,text_input,"What number is marked on the number line?


            
                
                0
            
        
            
                
                
            
        
            
                ▼
                
            
        
            
                
                
            
        
            
                
                
            
        
            
                
                50,000
            
        
            
                
                
            
        
            
                
                
            
        
            
                
                
            
        
            
                
                
            
        
            
                
                100,000",number_line,"{""originalText"":""What number is marked on the number line?\n\n<div class=\""simple-number-line\"">\n            <div class=\""number-line-tick \"">\n                \n                <div class=\""tick-label\"">0</div>\n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick marked\"">\n                <div class=\""marker\"">▼</div>\n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                <div class=\""tick-label\"">50,000</div>\n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                <div class=\""tick-label\"">100,000</div>\n            </div>\n        </div>"",""type"":""comparison"",""numbers"":[0,50,0,100,0]}",19792,numeric,,Consider the scale and intervals,text_input; number_line; number-and-place-value; year-5; op-round_to_ten; op-round_to_hundred; op-round_to_thousand; op-round_to_ten_thousand; op-estimate_position; op-number_line_position; large-numbers,2025-11-01T15:01:40.579Z,"{""min_value"":1000,""max_value"":100000,""operations"":[""round_to_ten"",""round_to_hundred"",""round_to_thousand"",""round_to_ten_thousand"",""estimate_position"",""number_line_position""],""rounding_bases"":[10,100,1000,10000],""number_line_max"":100000,""estimation_ranges"":[[0,25000],[25000,50000],[50000,75000],[75000,100000]]}"
N04_Y5_NPV_1762009300579_qwvi3vupm,2,N04_Y5_NPV,"N04_Y5_NPV: Round to 1,000,000",Year 5,Number and Place Value,"Identify, represent and estimate; rounding",1,33,multiple_choice,"Round 23,209 to the nearest thousand",multiple_choice,"{""originalText"":""Round 23,209 to the nearest thousand"",""type"":""place_value"",""number"":23,""operation"":""rounding""}",23000,single_choice,"[23209,24000,23000,22000]",Look at the digit to the right of the place you're rounding to,multiple_choice; multiple-choice; number-and-place-value; year-5; op-round_to_ten; op-round_to_hundred; op-round_to_thousand; op-round_to_ten_thousand; op-estimate_position; op-number_line_position; large-numbers,2025-11-01T15:01:40.579Z,"{""min_value"":1000,""max_value"":100000,""operations"":[""round_to_ten"",""round_to_hundred"",""round_to_thousand"",""round_to_ten_thousand"",""estimate_position"",""number_line_position""],""rounding_bases"":[10,100,1000,10000],""number_line_max"":100000,""estimation_ranges"":[[0,25000],[25000,50000],[50000,75000],[75000,100000]]}"
N04_Y5_NPV_1762009300579_lj08t55pn,3,N04_Y5_NPV,"N04_Y5_NPV: Round to 1,000,000",Year 5,Number and Place Value,"Identify, represent and estimate; rounding",1,33,multiple_choice,"Round 80,528 to the nearest 100",multiple_choice,"{""originalText"":""Round 80,528 to the nearest 100"",""type"":""place_value"",""number"":80,""operation"":""rounding""}",80500,single_choice,"[80500,80600,80400,80528]",Look at the digit to the right of the place you're rounding to,multiple_choice; multiple-choice; number-and-place-value; year-5; op-round_to_ten; op-round_to_hundred; op-round_to_thousand; op-round_to_ten_thousand; op-estimate_position; op-number_line_position; large-numbers,2025-11-01T15:01:40.579Z,"{""min_value"":1000,""max_value"":100000,""operations"":[""round_to_ten"",""round_to_hundred"",""round_to_thousand"",""round_to_ten_thousand"",""estimate_position"",""number_line_position""],""rounding_bases"":[10,100,1000,10000],""number_line_max"":100000,""estimation_ranges"":[[0,25000],[25000,50000],[50000,75000],[75000,100000]]}"
N04_Y5_NPV_1762009300579_1fnjycowe,4,N04_Y5_NPV,"N04_Y5_NPV: Round to 1,000,000",Year 5,Number and Place Value,"Identify, represent and estimate; rounding",1,33,multiple_choice,"Round 12,801 to the nearest thousand",multiple_choice,"{""originalText"":""Round 12,801 to the nearest thousand"",""type"":""place_value"",""number"":12,""operation"":""rounding""}",13000,single_choice,"[14000,12801,13000,12000]",Look at the digit to the right of the place you're rounding to,multiple_choice; multiple-choice; number-and-place-value; year-5; op-round_to_ten; op-round_to_hundred; op-round_to_thousand; op-round_to_ten_thousand; op-estimate_position; op-number_line_position; large-numbers,2025-11-01T15:01:40.579Z,"{""min_value"":1000,""max_value"":100000,""operations"":[""round_to_ten"",""round_to_hundred"",""round_to_thousand"",""round_to_ten_thousand"",""estimate_position"",""number_line_position""],""rounding_bases"":[10,100,1000,10000],""number_line_max"":100000,""estimation_ranges"":[[0,25000],[25000,50000],[50000,75000],[75000,100000]]}"
N04_Y5_NPV_1762009300579_pqfdfbwri,5,N04_Y5_NPV,"N04_Y5_NPV: Round to 1,000,000",Year 5,Number and Place Value,"Identify, represent and estimate; rounding",1,33,text_input,"What number is marked on the number line?


            
                
                0
            
        
            
                
                
            
        
            
                
                
            
        
            
                
                
            
        
            
                
                
            
        
            
                ▼
                
            
        
            
                
                
            
        
            
                
                
            
        
            
                
                
            
        
            
                
                
            
        
            
                
                100,000",number_line,"{""originalText"":""What number is marked on the number line?\n\n<div class=\""simple-number-line\"">\n            <div class=\""number-line-tick \"">\n                \n                <div class=\""tick-label\"">0</div>\n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick marked\"">\n                <div class=\""marker\"">▼</div>\n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                \n            </div>\n        \n            <div class=\""number-line-tick \"">\n                \n                <div class=\""tick-label\"">100,000</div>\n            </div>\n        </div>"",""type"":""comparison"",""numbers"":[0,100,0]}",45680,numeric,,Consider the scale and intervals,text_input; number_line; number-and-place-value; year-5; op-round_to_ten; op-round_to_hundred; op-round_to_thousand; op-round_to_ten_thousand; op-estimate_position; op-number_line_position; large-numbers,2025-11-01T15:01:40.579Z,"{""min_value"":1000,""max_value"":100000,""operations"":[""round_to_ten"",""round_to_hundred"",""round_to_thousand"",""round_to_ten_thousand"",""estimate_position"",""number_line_position""],""rounding_bases"":[10,100,1000,10000],""number_line_max"":100000,""estimation_ranges"":[[0,25000],[25000,50000],[50000,75000],[75000,100000]]}"
