original_pundex,topic_id,question_id,question_text,answer_type,correct_answer,alternative_answer_1
2,418,16677,Calculate: 450 ÷ 25. Give the remainder as a fraction if there is one.,text_input,18,18      
2,418,16678,Eggs are packed in boxes of 12. How many boxes can be filled with 250 eggs?,text_input,20,
2,418,16679,What is 600 ÷ 22? Give a whole number remainder.,text_input,27 r 6,27 remainder 6
2,418,16680,Calculate 100 ÷ 16 and write the remainder as a fraction.,text_input,6 1/4,6  1/4 
2,418,16681,Share 850 sweets among 30 children. How many are left over?,text_input,10,
2,418,16682,Calculate: 333 ÷ 15. Give your answer with a whole number remainder.,text_input,22 r 3,22 remainder 3
2,418,16683,How many full teams of 11 can be made from 125 people?,text_input,11,
2,418,16684,Calculate 202 ÷ 10 and give the remainder as a fraction.,text_input,20 1/5,20  1/5 
2,418,16685,What is 755 divided by 25?,text_input,30 r 5,30 remainder 5
2,418,16686,Share 500 marbles among 21 children. How many marbles are left over?,text_input,17,
2,418,16687,Calculate: 180 ÷ 11. Give your answer with a whole number remainder.,text_input,16 r 4,16 remainder 4
2,418,16688,"How many complete months are in 400 days, assuming a month is 30 days?",text_input,13,
2,418,16689,Calculate: 999 ÷ 50. Give your answer with a whole number remainder.,text_input,19 r 49,19 remainder 49
2,418,16690,What is 201 divided by 20?,text_input,10 r 1,10 remainder 1
2,418,16691,You have 455 stickers to share between 15 friends. How many are left over?,text_input,5,
2,418,16692,Calculate: 800 ÷ 30. Give the remainder as a fraction.,text_input,26 2/3,26  2/3 
2,418,16693,How many full rows of 18 can you make with 200 items?,text_input,11,
3,418,16694,Calculate: 1545 ÷ 15. Give your answer.,text_input,103,
3,418,16695,A school has 1250 pupils and they are put into classes of 30. How many full classes are there and how many pupils are left over?,text_input,41 r 20,"41 classes, 20 left over"
3,418,16696,A factory produces 4200 car parts. They are packed into boxes of 25. The last box is not full. How many parts are in the last box?,text_input,0,
3,418,16697,There are 1860 seconds in 31 minutes. How many seconds are in one minute?,text_input,60,
3,418,16698,"A group of 45 people win a lottery prize of £90,000. How much does each person get?",text_input,2000,£2000
3,418,16699,"A book has 1125 pages and 25 chapters. If each chapter has the same number of pages, how many pages are in each chapter?",text_input,45,
3,418,16700,Calculate: 3750 ÷ 12. Give the answer as a decimal.,text_input,312.5,
3,418,16701,A farmer has 2448 eggs. He needs to put them in trays that hold 24 eggs. How many trays does he need?,text_input,102,
3,418,16702,A group of 18 friends are going on holiday. The total cost is £5400. How much must each friend pay?,text_input,300,£300
3,418,16703,A charity has 5000kg of food to distribute. It is split between 40 centres. How much food does each centre get?,text_input,125,125kg
3,418,16704,There are 360 degrees in a circle. How many degrees are in one section if the circle is divided into 15 equal sections?,text_input,24,
3,418,16705,A lorry travels 1560 miles in 24 hours. What was its average speed in miles per hour?,text_input,65,65 mph
3,418,16706,A company makes a profit of £8640 in a year. What is its average monthly profit?,text_input,720,£720
3,418,16707,A total of 2000 people need to be transported. Buses can hold 52 people. How many buses are needed?,text_input,39,
3,418,16708,Calculate: 9999 ÷ 11.,text_input,909,
3,418,16709,A piece of ribbon is 10 metres long. How many 35cm pieces can be cut from it?,text_input,28,
3,418,16710,What is 5000 ÷ 16? Give your answer as a decimal.,text_input,312.5,
3,418,16711,A factory must produce 3000 chairs. It can make 75 chairs per day. How many days will it take?,text_input,40,
3,418,16712,Share £6800 between 16 people. How much does each person get?,text_input,425,£425
3,418,16713,A photo on a computer is 1200 pixels wide. It is resized to be 25 times smaller. What is the new width?,text_input,48,48 pixels
3,418,16714,What is 7850 divided by 50?,text_input,157,
3,418,16715,A car engine runs at 3000 revolutions per minute. How many revolutions is that per second?,text_input,50,
3,418,16716,A concert arena has 9500 seats arranged in 50 equal rows. How many seats are in each row?,text_input,190,
3,418,16717,A library has 6384 books. They are being packed into boxes that hold 32 books each. How many boxes are needed in total?,text_input,200,
3,418,16718,What is 5400 ÷ 18?,text_input,300,
4,418,16719,A student calculated 2448 ÷ 24 and got 12. What mistake did they make?,text_input,Forgot the zero placeholder,
4,418,16720,Find the missing digit in this long division: 8_2 ÷ 14 = 63.,text_input,8,
4,418,16721,"A company has a profit of £1,500,000 and 500 employees. It shares 1/10 of the profit equally among its employees. How much does each employee receive?",text_input,300,£300
4,418,16722,"A chocolate factory makes 8,820 chocolates. They are put into boxes of 42. Any left over are given to staff. How many are given to staff?",text_input,0,
4,418,16723,A publisher needs to print 9900 copies of a book. One press can print 450 copies per hour. How many hours will it take this press?,text_input,22,
4,418,16724,A builder has 5000 bricks. A wall needs 120 bricks per row. He builds 25 rows. How many bricks does he have left?,text_input,2000,
4,418,16725,Which is a more efficient way to pack 1500 items: in boxes of 25 or boxes of 30?,text_input,Boxes of 30,30
4,418,16726,A student says 3601 ÷ 12 is 300 with a remainder of 1. Is this correct? (Yes/No),text_input,Yes,
4,418,16727,A school trip for 120 students costs £3000. The school pays £600 towards the cost. How much does each student need to pay?,text_input,20,£20
4,418,16728,A pallet holds 32 boxes. How many pallets are needed for 4800 boxes?,text_input,150,
4,418,16729,An engine uses 15 litres of fuel per hour. How many full hours can it run on a 500 litre tank of fuel?,text_input,33,
4,418,16730,"A prize of £100 is shared between 16 people. What is this amount per person, in pounds and pence?",text_input,6.25,£6.25
4,418,16731,"A shop has 20 boxes of 48 apples. If the apples are repacked into bags of 12, how many bags will be filled?",text_input,80,
4,418,16732,A student writes 4800 ÷ 25 = 192. Check their calculation using multiplication.,text_input,Correct,Yes
4,418,16733,A car travels 360 miles and uses 15 gallons of fuel. A van travels 400 miles and uses 25 gallons. Which vehicle is more fuel-efficient (travels more miles per gallon)?,text_input,The car,Car
4,418,16734,A swimming pool is 25 metres long. How many lengths must be swum to complete a 1500 metre race?,text_input,60,
4,418,16735,"There are 1440 minutes in a day. If you sleep for 1/3 of the day, how many minutes are you awake?",text_input,960,960 minutes
4,418,16736,Find the error in this division: 540 ÷ 15 = 35,text_input,36,The answer should be 36
4,418,16737,A factory produces 1680 gadgets in 8 hours. How many does it produce per hour?,text_input,210,
4,418,16738,You have £50. Tickets cost £3.50 each. How many can you buy?,text_input,14,
4,418,16739,A school has 450 students and 18 classrooms. What is the average number of students per classroom?,text_input,25,
4,418,16740,A company has to pay a bonus of £7500 to 25 employees. How much is the bonus per person?,text_input,300,£300
4,418,16741,What is 3000 divided by 15?,text_input,200,
4,418,16742,A journey of 990 miles takes 18 hours. What was the average speed in miles per hour?,text_input,55,55 mph
4,418,16743,Find the missing number in this calculation: 4800 ÷ ? = 150,text_input,32,
1,37,16744,What number do you add to 3 to make 5?,text_input,2,Two
1,37,16745,Fill in the blank: 4 + __ = 5.,text_input,1,One
1,37,16746,I have 5 sweets. I eat 2. How many are left?,text_input,3,Three
1,37,16747,What is 5 - 1?,text_input,4,Four
1,37,16748,Complete the number sentence: __ + 0 = 5.,text_input,5,Five
1,37,16749,I have 2 red counters and 3 blue counters. How many counters are there in total?,text_input,5,Five
1,37,16750,Start with 5. Take away 4. What is left?,text_input,1,One
1,37,16751,What is 1 + 4?,text_input,5,Five
1,37,16752,Fill in the blank: 5 - 3 = __.,text_input,2,Two
1,37,16753,I need 5 cakes for a party. I already have 1. How many more do I need?,text_input,4,Four
1,37,16754,What is 5 - 5?,text_input,0,Zero
1,37,16755,What is 5 - 0?,text_input,5,Five
1,37,16756,Complete the number bond: 3 + __ = 5.,text_input,2,Two
1,37,16757,A part-whole model has a whole of 5 and one part of 1. What is the other part?,text_input,4,Four
1,37,16758,A part-whole model has two parts: 2 and 3. What is the whole?,text_input,5,Five
1,37,16759,What is the missing number? 5 - __ = 5,text_input,0,Zero
1,37,16760,What is the missing number? __ - 2 = 3,text_input,5,Five
1,37,16761,What is 0 + 5?,text_input,5,Five
1,37,16762,What is 2 + 3?,text_input,5,Five
1,37,16763,There are 5 birds on a wire. 1 flies away. How many are left?,text_input,4,Four
1,37,16764,What number is missing? 1 + __ = 5.,text_input,4,Four
1,37,16765,What is 5 take away 2?,text_input,3,Three
1,37,16766,What is 5 take away 3?,text_input,2,Two
1,37,16767,I have 5 fingers. I hide 4. How many can you see?,text_input,1,One
1,37,16768,I have one apple. How many more to make five?,text_input,4,Four
2,37,16769,What number do you add to 7 to make 10?,text_input,3,Three
2,37,16770,Fill in the blank: 6 + __ = 10.,text_input,4,Four
2,37,16771,I have 10 sweets. I eat 8. How many are left?,text_input,2,Two
2,37,16772,What is 10 - 1?,text_input,9,Nine
2,37,16773,Complete the number sentence: __ + 5 = 10.,text_input,5,Five
2,37,16774,I have 1 red counter and 9 blue counters. How many counters are there in total?,text_input,10,Ten
2,37,16775,Start with 10. Take away 6. What is left?,text_input,4,Four
2,37,16776,Calculate the sum of 8 and 2.,text_input,10,
2,37,16777,Fill in the blank: 10 - 7 = __.,text_input,3,Three
2,37,16778,I need 10 cakes for a party. I already have 4. How many more do I need?,text_input,6,Six
2,37,16779,What is 10 - 10?,text_input,0,Zero
2,37,16780,What is 10 - 0?,text_input,10,Ten
2,37,16781,Complete the number bond: 2 + __ = 10.,text_input,8,Eight
2,37,16782,A part-whole model has a whole of 10 and one part of 1. What is the other part?,text_input,9,Nine
2,37,16783,A part-whole model has two parts: 6 and 4. What is the whole?,text_input,10,Ten
2,37,16784,What is the missing number? 10 - __ = 10,text_input,0,Zero
2,37,16785,What is the missing number? __ - 2 = 8,text_input,10,Ten
2,37,16786,What is 0 + 10?,text_input,10,Ten
2,37,16787,What is 3 + 7?,text_input,10,Ten
2,37,16788,There are 10 birds on a wire. 4 fly away. How many are left?,text_input,6,Six
2,37,16789,What number is missing? 9 + __ = 10.,text_input,1,One
2,37,16790,What is 10 take away 2?,text_input,8,Eight
2,37,16791,What is 10 take away 3?,text_input,7,Seven
2,37,16792,I have ten fingers. I hide four. How many can you see?,text_input,6,Six
2,37,16793,I have three apples. How many more to make ten?,text_input,7,Seven
3,37,16794,What number do you add to 12 to make 20?,text_input,8,Eight
3,37,16795,Fill in the blank: 16 + __ = 20.,text_input,4,Four
3,37,16796,I have 20 sweets. I eat 11. How many are left?,text_input,9,Nine
3,37,16797,What is 20 - 1?,text_input,19,Nineteen
3,37,16798,Complete the number sentence: __ + 5 = 20.,text_input,15,
3,37,16799,I have 3 red counters and 17 blue counters. How many counters are there in total?,text_input,20,
3,37,16800,Start with 20. Take away 6. What is left?,text_input,14,
3,37,16801,What is 18 + 2?,text_input,20,
3,37,16802,Fill in the blank: 20 - 7 = __.,text_input,13,
3,37,16803,I need 20 cakes for a party. I have 4. How many more do I need?,text_input,16,
3,37,16804,What is 20 - 15?,text_input,5,Five
3,37,16805,What is 20 - 0?,text_input,20,
3,37,16806,Complete the number bond: 2 + __ = 20.,text_input,18,
3,37,16807,A part-whole model has a whole of 20 and one part of 1. What is the other part?,text_input,19,
3,37,16808,A part-whole model has two parts: 6 and 14. What is the whole?,text_input,20,
3,37,16809,What is the missing number? 20 - __ = 10,text_input,10,Ten
3,37,16810,What is the missing number? __ - 2 = 18,text_input,20,
3,37,16811,What is 10 + 10?,text_input,20,
3,37,16812,What is 13 + 7?,text_input,20,
3,37,16813,There are 20 birds on a wire. 14 fly away. How many are left?,text_input,6,Six
3,37,16814,What number is missing? 9 + __ = 20.,text_input,11,
3,37,16815,What is 20 take away 2?,text_input,18,
3,37,16816,What is 20 take away 13?,text_input,7,Seven
3,37,16817,I have twenty fingers and toes. I hide four. How many can you see?,text_input,16,
3,37,16818,I have three apples. How many more to make twenty?,text_input,17,
4,37,16819,"If you know that 12 + 8 = 20, what is 20 - 8?",text_input,12,
4,37,16820,A number bond is 15 + 5 = 20. Write a related subtraction fact.,text_input,20 - 5 = 15,20 - 15 = 5
4,37,16821,I have 5 sweets and need to make 10. How many more do I need?,text_input,5,Five
4,37,16822,The number sentence is 20 - 12 = 8. What is the related addition fact?,text_input,8 + 12 = 20,12 + 8 = 20
4,37,16823,Find the error: 11 + 8 = 20.,text_input,The sum is 19,8 should be 9
4,37,16824,Use a number bond to 10 to help solve 12 - 2.,text_input,10,Ten
4,37,16825,Use a number bond to help solve 15 - 5.,text_input,10,Ten
4,37,16826,I have 14 pencils. How many more do I need to make 20?,text_input,6,Six
4,37,16827,Fill in the missing number: 20 - __ = 1.,text_input,19,
4,37,16828,"If 7 + 3 = 10, what other addition fact do you know?",text_input,3 + 7 = 10,
4,37,16829,"If 20 - 9 = 11, what other subtraction fact do you know?",text_input,20 - 11 = 9,
4,37,16830,What is 10 - 6?,text_input,4,Four
4,37,16831,A farmer has 20 sheep. He sells 18. How many are left?,text_input,2,Two
4,37,16832,A storybook has 20 pages. I have read 13. How many pages are left?,text_input,7,Seven
4,37,16833,Use a number bond to 10 to solve 8 + 5.,text_input,13,
4,37,16834,Find the error: 20 - 15 = 4.,text_input,The answer should be 5,4 is wrong
4,37,16835,What do I add to 1 to make 20?,text_input,19,
4,37,16836,What do I take from 10 to leave 1?,text_input,9,Nine
4,37,16837,I have 12 stickers. My friend gives me 8 more. How many do I have now?,text_input,20,
4,37,16838,There are 10 green bottles. 7 fall down. How many are standing?,text_input,3,Three
4,37,16839,Use a number bond to 20 to solve 11 + 9.,text_input,20,
4,37,16840,What is 20 - 17?,text_input,3,Three
4,37,16841,I have 5p. How much more do I need to make 20p?,text_input,15p,15
4,37,16842,A bus has 20 seats. 16 are full. How many are empty?,text_input,4,Four
4,37,16843,"If 6 + 14 = 20, what is 20 - 14?",text_input,6,Six
1,168,16844,What is 1/2 as a percentage?,text_input,50%,
1,168,16845,What is 1/4 as a decimal?,text_input,0.25,
1,168,16846,How is 50% written as a fraction in its simplest form?,text_input,01-Feb,
1,168,16847,What is 0.5 as a fraction?,text_input,01-Feb,
1,168,16848,What is 1/5 as a percentage?,text_input,20%,
1,168,16849,How is 25% written as a fraction?,text_input,01-Apr,
1,168,16850,What is 0.25 as a percentage?,text_input,25%,
1,168,16851,Write one half as a decimal.,text_input,0.5,
1,168,16852,How is 20% written as a fraction?,text_input,01-May,
1,168,16853,What is 0.2 as a percentage?,text_input,20%,
1,168,16854,What is 1/4 as a percentage?,text_input,25%,
1,168,16855,How is 0.5 written as a percentage?,text_input,50%,
1,168,16856,What is 1/5 as a decimal?,text_input,0.2,
1,168,16857,What is 25% as a decimal?,text_input,0.25,
1,168,16858,"If a shape is 1/2 shaded, what percentage is shaded?",text_input,50%,
1,168,16859,"If a battery is at 0.25 charge, what percentage is that?",text_input,25%,
1,168,16860,A test score is 50%. What is this as a fraction?,text_input,01-Feb,
1,168,16861,"If a glass is 0.5 full, what fraction is that?",text_input,01-Feb,
1,168,16862,A discount is 20%. What is this as a fraction?,text_input,01-May,
1,168,16863,What is the decimal equivalent of 50%?,text_input,0.5,
1,168,16864,"If you eat 1/4 of a pie, what percentage have you eaten?",text_input,25%,
1,168,16865,How do you write 20% as a decimal?,text_input,0.2,
1,168,16866,What is 0.2 as a fraction?,text_input,01-May,
1,168,16867,A team wins 1/5 of their games. What percentage of games do they win?,text_input,20%,
1,168,16868,What is 0.25 as a fraction?,text_input,01-Apr,
2,168,16869,What is 3/4 as a percentage?,text_input,75%,
2,168,16870,What is 2/5 as a decimal?,text_input,0.4,
2,168,16871,How is 75% written as a fraction in its simplest form?,text_input,03-Apr,
2,168,16872,Write 0.4 as a simple fraction.,text_input,02-May,04-Oct
2,168,16873,What is 4/5 as a percentage?,text_input,80%,
2,168,16874,How is 40% written as a fraction?,text_input,02-May,
2,168,16875,What is 0.75 as a percentage?,text_input,75%,
2,168,16876,What is 3/4 as a decimal?,text_input,0.75,
2,168,16877,How is 80% written as a fraction?,text_input,04-May,
2,168,16878,What is 0.6 as a percentage?,text_input,60%,
2,168,16879,Which is larger: 1/2 or 60%?,text_input,60%,
2,168,16880,Which is smaller: 0.25 or 1/5?,text_input,01-May,
2,168,16881,What is 2/5 as a percentage?,text_input,40%,
2,168,16882,How do you write 60% as a decimal?,text_input,0.6,
2,168,16883,"In a class, 2/5 of the children are boys. What percentage are boys?",text_input,40%,
2,168,16884,A battery is at 0.8 charge. What percentage is that?,text_input,80%,
2,168,16885,A test score is 75%. What is this as a fraction?,text_input,03-Apr,
2,168,16886,"If a glass is 0.75 full, what fraction is that?",text_input,03-Apr,
2,168,16887,A discount is 40%. What is this as a fraction?,text_input,02-May,
2,168,16888,What is the decimal equivalent of 80%?,text_input,0.8,
2,168,16889,"If you eat 3/4 of a pie, what percentage have you eaten?",text_input,75%,
2,168,16890,"Order these from smallest to largest: 1/2, 0.4, 60%.",text_input,"0.4, 1/2, 60%",
2,168,16891,What is 0.6 as a fraction?,text_input,03-May,
2,168,16892,A team wins 4/5 of their games. What percentage of games do they win?,text_input,80%,
2,168,16893,What is 60% as a fraction?,text_input,03-May,
3,168,16894,What is 1/20 as a percentage?,text_input,5%,
3,168,16895,What is 3/25 as a decimal?,text_input,0.12,
3,168,16896,A shop has a sale with 10% off. What is this discount as a fraction?,text_input,01-Oct,
3,168,16897,"Which is the largest value: 0.7, 3/4, or 72%?",text_input,03-Apr,
3,168,16898,What is 12% as a fraction in its simplest form?,text_input,Mar-25,
3,168,16899,A survey shows 1/10 of people have green eyes. What is this as a percentage?,text_input,10%,
3,168,16900,What is 7/50 as a percentage?,text_input,14%,
3,168,16901,"Order these from smallest to largest: 3/5, 0.65, 70%.",text_input,"3/5, 0.65, 70%",
3,168,16902,Convert 15% to a decimal and a simplified fraction.,text_input,"0.15, 3/20",
3,168,16903,"In a class, 3/25 of the students are left-handed. What percentage is this?",text_input,12%,
3,168,16904,Which is smaller: 1/4 or 28%?,text_input,01-Apr,
3,168,16905,What is 9/20 as a decimal?,text_input,0.45,
3,168,16906,A test score is 18/20. What is this as a percentage?,text_input,90%,
3,168,16907,How do you write 5% as a decimal?,text_input,0.05,
3,168,16908,What is 11/50 as a percentage?,text_input,22%,
3,168,16909,"Order these: 0.1, 1%, 1/20.",text_input,"1%, 1/20, 0.1",
3,168,16910,A phone battery is at 1/10 of its charge. What percentage is this?,text_input,10%,
3,168,16911,What is 2% as a fraction in simplest form?,text_input,Jan-50,
3,168,16912,Which is larger: 65% or 13/20?,text_input,They are equal,equal
3,168,16913,Convert 0.35 to a percentage and a simplified fraction.,text_input,"35%, 7/20",
3,168,16914,A company sold 4/25 of its stock. What percentage was sold?,text_input,16%,
3,168,16915,Which is smaller: 0.08 or 1/10?,text_input,0.08,
3,168,16916,A book is 21/25 of the way through. What percentage is this?,text_input,84%,
3,168,16917,What is 3/10 as a percentage?,text_input,30%,
3,168,16918,Complete the trio: 1/20 = 0.05 = ?%,text_input,5%,
4,168,16919,"In a survey of 50 people, 20 chose red. What percentage of people chose red?",text_input,40%,
4,168,16920,"Which value is different from the others? 0.75, 75%, 3/4, 7/10",text_input,07-Oct,
4,168,16921,A test has 25 questions. You get 15 correct. What is your score as a percentage?,text_input,60%,
4,168,16922,A shop offers a 20% discount. An item costs £30. How much is the discount?,text_input,6,£6
4,168,16923,You eat 3/8 of a pizza. What percentage of the pizza is left?,text_input,62.50%,
4,168,16924,"Which is a better score on a test: 18 out of 20, or 22 out of 25?",text_input,18 out of 20,
4,168,16925,An item that costs £50 is reduced by 10%. What is the new price?,text_input,45,£45
4,168,16926,"Order these from largest to smallest: 0.12, 1/8, 12.3%.",text_input,"1/8, 12.3%, 0.12",
4,168,16927,"In a group of 20 students, 75% have brown hair. How many students do not have brown hair?",text_input,5,
4,168,16928,A phone's battery is at 45%. What is this as a fraction in simplest form?,text_input,Sep-20,
4,168,16929,What is 1% of 300?,text_input,3,
4,168,16930,There are 50 cars in a car park. 40% are red. How many cars are not red?,text_input,30,
4,168,16931,"A TV costs £400. In a sale, its price is reduced by 25%. What is the sale price?",text_input,300,£300
4,168,16932,Complete the trio of equivalents: ? = 0.3 = 30%,text_input,03-Oct,
4,168,16933,A survey found 12 out of 50 people walk to work. What percentage is this?,text_input,24%,
4,168,16934,"Which amount is the largest? 1/3 of £60, 20% of £120, or 0.25 of £90.",text_input,20% of £120,
4,168,16935,You have 40 sweets. You eat 10% of them. How many are left?,text_input,36,
4,168,16936,What is 3/5 of 100?,text_input,60,
4,168,16937,A team won 15 out of 20 games. What percentage of games did they win?,text_input,75%,
4,168,16938,What is 5% of 200?,text_input,10,
4,168,16939,An item is priced at £80. It has a 25% discount. How much do you pay?,text_input,60,£60
4,168,16940,What is 1/8 as a decimal?,text_input,0.125,
4,168,16941,There are 30 children in a class. 60% are girls. How many boys are there?,text_input,12,
4,168,16942,Complete the trio: 4/5 = ? = 80%,text_input,0.8,
4,168,16943,A phone has 50 GB of storage. 8% is used. How much storage is used?,text_input,4,4 GB
1,390,16944,"In the number 0.123, which digit is in the thousandths place?",text_input,3,
1,390,16945,What is the decimal equivalent of 1/10?,text_input,0.1,
1,390,16946,What is the decimal equivalent of 1/100?,text_input,0.01,
1,390,16947,"In the number 0.456, what is the value of the digit 6?",text_input,6 thousandths,six thousandths
1,390,16948,The number 0.005 has a 5 in which place value column?,text_input,thousandths,
1,390,16949,How do you write 3 tenths as a decimal?,text_input,0.3,
1,390,16950,How do you write 7 hundredths as a decimal?,text_input,0.07,
1,390,16951,"Which is smaller, a hundredth or a thousandth?",text_input,a thousandth,thousandth
1,390,16952,"In the number 0.821, which digit is in the tenths place?",text_input,8,
1,390,16953,"In the number 0.123, which digit is in the hundredths place?",text_input,2,
1,390,16954,The decimal 0.9 represents nine of what?,text_input,tenths,
1,390,16955,The decimal 0.09 represents nine of what?,text_input,hundredths,
1,390,16956,What is the fraction 1/1000 as a decimal?,text_input,0.001,
1,390,16957,"In the number 0.001, what is the value of the digit 1?",text_input,1 thousandth,one thousandth
1,390,16958,How many thousandths are in one hundredth?,text_input,10,
1,390,16959,Express 0.1 as hundredths.,text_input,10,
1,390,16960,Read the number 0.543. What digit is in the thousandths place?,text_input,3,
1,390,16961,The number 0.004 is four _____. (tenths/hundredths/thousandths),text_input,thousandths,
1,390,16962,What is the decimal for 5/10?,text_input,0.5,
1,390,16963,What is the decimal for 5/100?,text_input,0.05,
1,390,16964,"In the number 0.708, what is the value of the digit 7?",text_input,7 tenths,
1,390,16965,"In the number 0.708, what is the value of the digit 8?",text_input,8 thousandths,
1,390,16966,Is a tenth bigger or smaller than a thousandth?,text_input,Bigger,
1,390,16967,The number 0.02 is two _____. (tenths/hundredths/thousandths),text_input,hundredths,
1,390,16968,Write one thousandth as a decimal.,text_input,0.001,
2,390,16969,How do you write 125 thousandths as a decimal?,text_input,0.125,
2,390,16970,What is the decimal equivalent of 1/2 written with three decimal places?,text_input,0.5,
2,390,16971,How many thousandths are there in 0.1?,text_input,100,
2,390,16972,How many thousandths are there in 0.01?,text_input,10,
2,390,16973,"In the number 0.305, what is the value of the digit 3?",text_input,3 tenths,0.3
2,390,16974,Write the decimal 0.1 as a fraction with a denominator of 1000.,text_input,100/1000,
2,390,16975,What is 0.05 as a number of thousandths?,text_input,50,50 thousandths
2,390,16976,The number 0.075 has 7 hundredths and how many thousandths?,text_input,5,
2,390,16977,Is 0.2 the same as 0.200?,text_input,Yes,
2,390,16978,Write 45 hundredths as a decimal with three decimal places.,text_input,0.45,
2,390,16979,How many thousandths are equal to 3 tenths?,text_input,300,
2,390,16980,A measurement is 0.025m. How many thousandths of a metre is this?,text_input,25,
2,390,16981,Write 8 hundredths as a number of thousandths.,text_input,80,
2,390,16982,Convert 0.75 to thousandths.,text_input,750,750 thousandths
2,390,16983,"In the number 0.987, what does the 9 represent?",text_input,9 tenths,0.9
2,390,16984,What is 1.0 written as a number of thousandths?,text_input,1000,
2,390,16985,How would you write 375 thousandths as a decimal?,text_input,0.375,
2,390,16986,Which is larger: 0.09 or 0.009?,text_input,0.09,
2,390,16987,Write 2 tenths and 5 thousandths as a decimal.,text_input,0.205,
2,390,16988,How many thousandths are in 0.4?,text_input,400,
2,390,16989,What is the fraction 1/2 as a decimal to three decimal places?,text_input,0.5,
2,390,16990,"In the number 0.618, what is the value of the digit 1?",text_input,1 hundredth,0.01
2,390,16991,Write 60 thousandths as a decimal.,text_input,0.06,0.06
2,390,16992,How many thousandths are in 7 hundredths?,text_input,70,
2,390,16993,Which is smaller: 0.3 or 0.030?,text_input,0.03,0.03
3,390,16994,"What is the decimal equivalent of the fraction 1/4, written to three decimal places?",text_input,0.25,
3,390,16995,What is the decimal equivalent of the fraction 1/8?,text_input,0.125,
3,390,16996,Write the fraction 1/5 as a decimal with three decimal places.,text_input,0.2,
3,390,16997,"In a number, there are 3 tenths, 0 hundredths, and 5 thousandths. What is the number?",text_input,0.305,
3,390,16998,The digit 7 in the number 0.875 has what value?,text_input,7 hundredths,0.07
3,390,16999,Find the missing part of this number: 0.4 + 0.02 + ? = 0.425.,text_input,0.005,
3,390,17000,What is the fraction 3/4 as a decimal written to three decimal places?,text_input,0.75,
3,390,17001,How would you write 1 and 25 thousandths as a decimal?,text_input,1.025,
3,390,17002,"In the number 1.234, what is the value of the digit 4?",text_input,4 thousandths,0.004
3,390,17003,Convert the fraction 2/5 to a decimal with three decimal places.,text_input,0.4,
3,390,17004,A measurement is 0.375 kg. How many thousandths of a kilogram is this?,text_input,375,
3,390,17005,What is 3/8 as a decimal?,text_input,0.375,
3,390,17006,What digit is in the hundredths place in the number 0.125?,text_input,2,
3,390,17007,Write 9 thousandths as a decimal.,text_input,0.009,
3,390,17008,How many thousandths are in 1.5?,text_input,1500,
3,390,17009,What is 4/5 as a decimal with three decimal places?,text_input,0.8,
3,390,17010,What is the value of the 5 in 0.158?,text_input,5 hundredths,0.05
3,390,17011,Find the missing number: 0.12 = 0.1 + 0.02 + ?,text_input,0,
3,390,17012,Write one and three-eighths (1 3/8) as a decimal.,text_input,1.375,
3,390,17013,A component measures 0.007 metres. This is seven _____.,text_input,thousandths,
3,390,17014,Which is larger: 0.1 or 0.125?,text_input,0.125,
3,390,17015,Which is smaller: 0.25 or 0.205?,text_input,0.205,
3,390,17016,What is 5/8 as a decimal?,text_input,0.625,
3,390,17017,How do you write 9 hundredths and 2 thousandths as a decimal?,text_input,0.092,
3,390,17018,What is the fraction for 0.125?,text_input,01-Aug,
4,390,17019,"Order these numbers from smallest to largest: 0.3, 0.375, 0.37.",text_input,"0.3, 0.37, 0.375",0.3 0.37 0.375
4,390,17020,What number is exactly halfway between 0.1 and 0.2?,text_input,0.15,
4,390,17021,A measurement is given as 0.875m. Is this closer to 0.8m or 0.9m?,text_input,0.9m,0.9
4,390,17022,"In the number 2.345, the digit 4 is worth one hundred times more than which digit?",text_input,No digit,None
4,390,17023,"In the number 2.345, the digit 3 has a value 100 times greater than which other digit?",text_input,5,The 5
4,390,17024,Which fraction is equivalent to 0.375?,text_input,03-Aug,
4,390,17025,Convert 7/8 to a decimal.,text_input,0.875,
4,390,17026,"A number has 6 tenths, 2 hundredths, and 5 thousandths. What is this number?",text_input,0.625,
4,390,17027,What is 1.2 written as a fraction with a denominator of 1000?,text_input,1200/1000,
4,390,17028,Explain why 0.4 is larger than 0.375.,text_input,It has more tenths,4 tenths is more than 3 tenths
4,390,17029,"What is the result of 1/2 + 3/8, written as a decimal?",text_input,0.875,
4,390,17030,Find a decimal with three places that is greater than 1/4 but less than 1/2.,text_input,0.3,any from 0.251 to 0.499
4,390,17031,"What is the value of the 2 in the number 0.25, if the whole represents one kilogram?",text_input,200 grams,0.2 kg
4,390,17032,What is 4 tenths and 25 thousandths as a single decimal?,text_input,0.425,
4,390,17033,"If you add 1 hundredth to 0.19, what do you get?",text_input,0.2,0.2
4,390,17034,What is 0.001 less than 0.1?,text_input,0.099,
4,390,17035,A component must be 0.125 cm thick. A version is made that is 0.12 cm thick. Is it too thick or too thin?,text_input,Too thin,
4,390,17036,"What is 1 minus 1/8, as a decimal?",text_input,0.875,
4,390,17037,"Order these: 1/2, 0.505, 1/4, 0.255.",text_input,"1/4, 0.255, 1/2, 0.505",
